Protein_IDs,log2FC,AveExpr,t,P,adj.P,B,Majority,Protein,Gene,direction,tier2
P53999,0.1003571987005607,24.27544832574858,0.28262243221827127,0.7784797985384754,0.9288474791794663,-5.971238295523025,P53999,Activated RNA polymerase II transcriptional coactivator p15,SUB1,n.s.,n.s.
P20340,0.041167084171362944,24.87042202520082,0.2823430228026241,0.778692945536319,0.9288474791794663,-5.971313738780132,P20340,Ras-related protein Rab-6A,RAB6A,n.s.,n.s.
P31946,0.04489302022574293,25.282104296098677,0.28229739717125674,0.7787277525947,0.9288474791794663,-5.971326051077129,P31946,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,n.s.,n.s.
P13611,-0.11542034391850464,22.79308047559875,-0.28154490910805474,0.7793018792549095,0.9288474791794663,-5.971528827426828,P13611,Versican core protein,VCAN,n.s.,n.s.
P22392;O60361,0.0689320349209126,23.971528754939037,0.28141795125431546,0.7793987566239051,0.9288474791794663,-5.971562986125797,P22392;O60361,Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase,NME2;NME2P1,n.s.,n.s.
Q13243,0.047099511029994545,21.105569769334853,0.2813931718060885,0.779415602656618,0.9288474791794663,-5.971570920005286,Q13243,Serine/arginine-rich splicing factor 5,SRSF5,n.s.,n.s.
Q05707,0.16426372708829717,21.63387297497753,0.2796408158495216,0.7807551987622203,0.9296587219016818,-5.9720395214938105,Q05707,Collagen alpha-1(XIV) chain,COL14A1,n.s.,n.s.
P04908;Q7L7L0;Q93077,0.07035414577755006,23.066278225353482,0.2787580298538937,0.7814292617187586,0.9296768029385905,-5.972275119796562,P04908;Q7L7L0;Q93077,Histone H2A type 1-B/E;Histone H2A type 3;Histone H2A type 1-C,HIST1H2AB;HIST3H2A;HIST1H2AC,n.s.,n.s.
P61204;P84077,0.04335031480801632,24.635956980609013,0.27655818288302286,0.7831097163278833,0.9308911623745942,-5.972858984032917,P61204;P84077,ADP-ribosylation factor 3;ADP-ribosylation factor 1,ARF3;ARF1,n.s.,n.s.
Q9BUH6,0.06464123050179182,20.417272340728786,0.27393163814067384,0.78511748399653,0.9324922305716362,-5.973550056813078,Q9BUH6,Uncharacterized protein C9orf142,C9orf142,n.s.,n.s.
Q13595,0.036493645736232594,21.144970196360287,0.27116390783790084,0.7872327085213967,0.9334486264011713,-5.974272386095215,Q13595,Transformer-2 protein homolog alpha,TRA2A,n.s.,n.s.
P52306,0.08127080936527165,20.04680548833107,0.27114944904094906,0.7872458294949638,0.9334486264011713,-5.974274908688912,P52306,Rap1 GTPase-GDP dissociation stimulator 1,RAP1GDS1,n.s.,n.s.
P58546,0.0458900723068254,20.600851662022517,0.27015920801657656,0.7880019871507402,0.9335607085387863,-5.9745321646081,P58546,Myotrophin,MTPN,n.s.,n.s.
Q07955,0.029742989547703047,24.646086447377638,0.2684101086831555,0.7893409570110619,0.9343624918981613,-5.974982588589639,Q07955,Serine/arginine-rich splicing factor 1,SRSF1,n.s.,n.s.
Q06323,0.09716673449793234,21.72442102741277,0.26702684174860236,0.7904025771612057,0.9348349005653488,-5.975335414220776,Q06323,Proteasome activator complex subunit 1,PSME1,n.s.,n.s.
O14976,-0.04299382120813533,19.91709059771465,-0.26218374910748865,0.7941137039603419,0.9355710535232153,-5.976561609715677,O14976,Cyclin-G-associated kinase,GAK,n.s.,n.s.
Q13561,-0.036872559998560206,22.421022522235237,-0.261358489413117,0.7947467080205934,0.9355710535232153,-5.976768232094835,Q13561,Dynactin subunit 2,DCTN2,n.s.,n.s.
P07585,-0.13543355449514394,23.44930946773503,-0.25869380428179467,0.7967940554581743,0.9355710535232153,-5.977429532012129,P07585,Decorin,DCN,n.s.,n.s.
P61586,-0.03229803805874809,23.0370058059457,-0.258635082758748,0.7968371900410798,0.9355710535232153,-5.977445172863813,P61586,Transforming protein RhoA,RHOA,n.s.,n.s.
P35749,0.12013761181613347,17.438906104129153,0.2581825507154436,0.7971866499374831,0.9355710535232153,-5.9775558555520965,P35749,Myosin-11,MYH11,n.s.,n.s.
O76024,-0.06891241558465566,20.511030168929096,-0.2578656481557197,0.7974300276347166,0.9355710535232153,-5.977634032550551,O76024,Wolframin,WFS1,n.s.,n.s.
P25398,0.03134238754453378,23.68898611092721,0.2575489966968868,0.7976712860374758,0.9355710535232153,-5.977713161832175,P25398,40S ribosomal protein S12,RPS12,n.s.,n.s.
Q13148,-0.028993163839860614,23.13194355459674,-0.25384505655984607,0.8005176279470704,0.9355710535232153,-5.978618638944192,Q13148,TAR DNA-binding protein 43,TARDBP,n.s.,n.s.
Q02413,-0.0726192500798355,20.491498851157417,-0.253220592880334,0.8009996864637863,0.9355710535232153,-5.978768934073033,Q02413,Desmoglein-1,DSG1,n.s.,n.s.
Q6NZI2,0.0867453374658389,20.705101477093724,0.25288241695266656,0.801259737459123,0.9355710535232153,-5.978850755089011,Q6NZI2,Polymerase I and transcript release factor,PTRF,n.s.,n.s.
P29401,0.06860191297621299,25.308343151822534,0.2526565465962388,0.8014334401508378,0.9355710535232153,-5.9789053432253,P29401,Transketolase,TKT,n.s.,n.s.
P55265,-0.04406436038743422,23.333688253856174,-0.2511407237493329,0.8025994244574063,0.9355710535232153,-5.979270426685058,P55265,Double-stranded RNA-specific adenosine deaminase,ADAR,n.s.,n.s.
Q9Y394,-0.09071346199215213,21.607062741407194,-0.2506248426934068,0.8029963477472304,0.9355710535232153,-5.9793941758888804,Q9Y394,Dehydrogenase/reductase SDR family member 7,DHRS7,n.s.,n.s.
P60174,0.06983174155971739,22.204707767625262,0.25048461697386365,0.8031042476329439,0.9355710535232153,-5.979427769258651,P60174,Triosephosphate isomerase,TPI1,n.s.,n.s.
P28066,-0.035837299748344265,22.58702718910165,-0.2502663316891279,0.8032703313515287,0.9355710535232153,-5.97948107596157,P28066,Proteasome subunit alpha type-5,PSMA5,n.s.,n.s.
P30740;O75830,0.0822027850069631,22.59347571251689,0.2496995198684202,0.8037084296422049,0.9355710535232153,-5.979615505634344,P30740,Leukocyte elastase inhibitor,SERPINB1,n.s.,n.s.
Q99536,0.039379352556075276,21.623700414569157,0.2495401372926234,0.8038292165840742,0.9355710535232153,-5.979654590537581,Q99536,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,n.s.,n.s.
Q9UQE7,-0.03344520244196403,21.56359626901406,-0.24928312547038606,0.8040270396903029,0.9355710535232153,-5.979715879596402,Q9UQE7,Structural maintenance of chromosomes protein 3,SMC3,n.s.,n.s.
Q9NYL9,0.0321300520357255,20.39277643818269,0.24854901515306388,0.8045921584590414,0.9355710535232153,-5.979890594268594,Q9NYL9,Tropomodulin-3,TMOD3,n.s.,n.s.
P62306,-0.0432505672504071,20.98563936920229,-0.24718217679412577,0.8056448298158595,0.9355710535232153,-5.980214415925798,P62306,Small nuclear ribonucleoprotein F,SNRPF,n.s.,n.s.
Q9UHD8,-0.04250893233191633,23.267543626381624,-0.244967585757161,0.8073524897880463,0.9355710535232153,-5.980734576955906,Q9UHD8,Septin-9,41526.0,n.s.,n.s.
P43490,0.09860370023415044,20.01235314151794,0.24485947286519275,0.8074357979610028,0.9355710535232153,-5.980759895332416,P43490,Nicotinamide phosphoribosyltransferase,NAMPT,n.s.,n.s.
Q16204,-0.07068147917809497,21.046426897844324,-0.24478010082358687,0.8074969608242898,0.9355710535232153,-5.980778475944911,Q16204,Coiled-coil domain-containing protein 6,CCDC6,n.s.,n.s.
Q9BTZ2;Q6PKH6;P0CG22,0.0598281114818171,20.332300485662014,0.24436350137637614,0.8078180056884113,0.9355710535232153,-5.980875901300246,Q9BTZ2;Q6PKH6,Dehydrogenase/reductase SDR family member 4;Dehydrogenase/reductase SDR family member 4-like 2,DHRS4;DHRS4L2,n.s.,n.s.
P22059,-0.041832020062607,20.440682613246214,-0.24399888934871275,0.8080976761784625,0.9355710535232153,-5.980961761004245,P22059,Oxysterol-binding protein 1,OSBP,n.s.,n.s.
O43681,0.03857571506542001,22.02637672242813,0.2419262511848984,0.809695070260998,0.9355710535232153,-5.981443538629955,O43681,ATPase ASNA1,ASNA1,n.s.,n.s.
Q99797,-0.06473667971814123,23.010802649780786,-0.24148050874359292,0.8100406395350621,0.9355710535232153,-5.981545575734112,Q99797,Mitochondrial intermediate peptidase,MIPEP,n.s.,n.s.
P11717,0.03438075382257466,20.912883391875933,0.2407991500817928,0.8105643478894132,0.9355710535232153,-5.98170366095946,P11717,Cation-independent mannose-6-phosphate receptor,IGF2R,n.s.,n.s.
O43772,0.05241942931255039,22.090861158162514,0.2399128529161958,0.8112498801523043,0.9355710535232153,-5.98190638921265,O43772,Mitochondrial carnitine/acylcarnitine carrier protein,SLC25A20,n.s.,n.s.
Q7Z4W1,-0.06804041125781524,20.90151752426941,-0.23950649494847007,0.8115634075308054,0.9355710535232153,-5.98199953432258,Q7Z4W1,L-xylulose reductase,DCXR,n.s.,n.s.
P02794,0.09013705779210568,21.55674519895348,0.23922451178863077,0.811780991179596,0.9355710535232153,-5.982064077712134,P02794,Ferritin heavy chain,FTH1,n.s.,n.s.
Q14344,-0.04529912520737511,20.028591802924772,-0.23786920157675276,0.8128269825695735,0.9355710535232153,-5.982373237188225,Q14344,Guanine nucleotide-binding protein subunit alpha-13,GNA13,n.s.,n.s.
Q14203,-0.030091908231288045,21.216473177516576,-0.23776475075198397,0.8129058197161317,0.9355710535232153,-5.982397941872416,Q14203,Dynactin subunit 1,DCTN1,n.s.,n.s.
P49354,-0.0491538180506943,19.969663170573934,-0.23601796047690365,0.8142562733932415,0.9360363946919127,-5.982792691020103,P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,n.s.,n.s.
O14818,0.03049141277892886,23.150258059889946,0.23503722242592634,0.815011963165231,0.9360363946919127,-5.983014511352886,O14818,Proteasome subunit alpha type-7,PSMA7,n.s.,n.s.
Q13547,-0.048102652300656246,21.53563334951924,-0.23452188752145364,0.8154118130190011,0.9360363946919127,-5.983129281423201,Q13547,Histone deacetylase 1,HDAC1,n.s.,n.s.
P53992,-0.04241049234341787,22.68202671672892,-0.23035654034269512,0.818631215105169,0.9360363946919127,-5.984055159252272,P53992,Protein transport protein Sec24C,SEC24C,n.s.,n.s.
P09496,-0.05490827885395433,20.839131018051408,-0.22996188385648006,0.8189364093579214,0.9360363946919127,-5.984142025115657,P09496,Clathrin light chain A,CLTA,n.s.,n.s.
P47914,0.03094126653991225,21.78859758315551,0.22987639654652364,0.8190007945966685,0.9360363946919127,-5.984161712674466,P47914,60S ribosomal protein L29,RPL29,n.s.,n.s.
Q9NYZ4,-0.03567630634690033,21.125452618542585,-0.22974502158150392,0.8191023982960777,0.9360363946919127,-5.98419058427301,Q9NYZ4,Sialic acid-binding Ig-like lectin 8,SIGLEC8,n.s.,n.s.
P18077,-0.025689270838665124,23.15926356140271,-0.22943777534217108,0.8193400307314491,0.9360363946919127,-5.98425804188231,P18077,60S ribosomal protein L35a,RPL35A,n.s.,n.s.
P54803,-0.055359280529742705,22.36125987847576,-0.22859392093758896,0.8199944948775546,0.9360363946919127,-5.984441969880924,P54803,Galactocerebrosidase,GALC,n.s.,n.s.
P61088;Q5JXB2,0.030220184661541083,23.763606602644984,0.22835594570013923,0.8201769946312699,0.9360363946919127,-5.984494788659146,P61088,Ubiquitin-conjugating enzyme E2 N,UBE2N,n.s.,n.s.
Q16531,-0.02887764877136334,23.504723685445587,-0.22779952390300515,0.8206073849992176,0.9360363946919127,-5.9846162080125,Q16531,DNA damage-binding protein 1,DDB1,n.s.,n.s.
Q66K14,-0.057895164653452014,19.570840061768045,-0.22556630532051766,0.8223374740711311,0.9372521614817173,-5.985099465087897,Q66K14,TBC1 domain family member 9B,TBC1D9B,n.s.,n.s.
P62979;P0CG48;P0CG47;P62987,-0.021301054002602626,27.319827140980813,-0.2232180746280047,0.8241541445235324,0.9379239592168807,-5.9856042374587375,P62979;P0CG48;P0CG47;P62987,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-C;Ubiquitin;Polyubiquitin-B;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40,RPS27A;UBC;UBB;UBA52,n.s.,n.s.
P08579,0.030154397778524356,19.8472749643919,0.22308612435452763,0.8242563497015818,0.9379239592168807,-5.985632396849096,P08579,U2 small nuclear ribonucleoprotein B,SNRPB2,n.s.,n.s.
Q9P2J3,0.029126460490680017,23.07739900309374,0.2217372601601658,0.8253013192022708,0.9382153324843723,-5.985919303384658,Q9P2J3,Kelch-like protein 9,KLHL9,n.s.,n.s.
O15551;P56747;O95484,-0.06105456176717894,20.870717942067525,-0.22104129233201966,0.8258422699827005,0.9382153324843723,-5.986065832434137,O15551,Claudin-3,CLDN3,n.s.,n.s.
Q15050,0.04017087822687415,19.563328422696387,0.21573484542445154,0.8299553721726283,0.9416890595838768,-5.9871749025439405,Q15050,Ribosome biogenesis regulatory protein homolog,RRS1,n.s.,n.s.
P46940,0.03526502876172799,26.316425518048796,0.2153767135006549,0.8302347201434038,0.9416890595838768,-5.987248014935338,P46940,Ras GTPase-activating-like protein IQGAP1,IQGAP1,n.s.,n.s.
O43390,0.024225127168342908,25.375845278276334,0.2144113304840903,0.8309822426445986,0.9417798749972117,-5.987447210446113,O43390,Heterogeneous nuclear ribonucleoprotein R,HNRNPR,n.s.,n.s.
Q6P1A2,-0.04733762953381415,20.95120159239702,-0.20950579647704068,0.8347929204970601,0.9446639353293664,-5.988440928177362,Q6P1A2,Lysophospholipid acyltransferase 5,LPCAT3,n.s.,n.s.
P46776,-0.022159421395183898,23.18481581117249,-0.20776647199053858,0.8361428857481965,0.9446639353293664,-5.988788753913769,P46776,60S ribosomal protein L27a,RPL27A,n.s.,n.s.
Q9Y277,-0.05074274390243971,24.76412308375481,-0.207727956568349,0.8361743735670986,0.9446639353293664,-5.9887956754498735,Q9Y277,Voltage-dependent anion-selective channel protein 3,VDAC3,n.s.,n.s.
P15311,0.036176662440627894,25.71656910741739,0.20745599613711604,0.8363857436059432,0.9446639353293664,-5.988849675811899,P15311,Ezrin,EZR,n.s.,n.s.
P28074,-0.04457865694130092,22.033831777227476,-0.20682719502027913,0.8368744997602466,0.9446639353293664,-5.9889742598773505,P28074,Proteasome subunit beta type-5,PSMB5,n.s.,n.s.
Q9H479,-0.030078583485654065,19.648962676558863,-0.20437140876392107,0.838782429047212,0.9460415861204627,-5.989457915132156,Q9H479,Fructosamine-3-kinase,FN3K,n.s.,n.s.
Q12905,0.018009464792239527,24.912195092315937,0.20192453045708453,0.8406859482268612,0.9460415861204627,-5.989933365018767,Q12905,Interleukin enhancer-binding factor 2,ILF2,n.s.,n.s.
Q7L2H7,0.021954891081694683,21.19777514581241,0.2018974154497319,0.840707047394772,0.9460415861204627,-5.989938601668701,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M,EIF3M,n.s.,n.s.
Q86UE4,0.03770240697346239,22.81857798794771,0.20166233963528868,0.8408914801993882,0.9460415861204627,-5.989983281429577,Q86UE4,Protein LYRIC,MTDH,n.s.,n.s.
Q9Y3B4,-0.026243934818126036,20.526816252940616,-0.20094615003281976,0.8414473356351387,0.9460415861204627,-5.990121872609193,Q9Y3B4,Pre-mRNA branch site protein p14,SF3B14,n.s.,n.s.
Q14498,-0.019906053516940858,23.07082477424642,-0.19955412700650832,0.8425308868286521,0.9461844952296692,-5.990388502267449,Q14498,RNA-binding protein 39,RBM39,n.s.,n.s.
Q14165,-0.03428287641389005,22.98619701282273,-0.1990618966232787,0.842915599223029,0.9461844952296692,-5.990481668622096,Q14165,Malectin,MLEC,n.s.,n.s.
O15127,0.043235892543599164,21.45159699165087,0.19696455556593737,0.8445488932963049,0.9472642992377475,-5.990878928451124,O15127,Secretory carrier-associated membrane protein 2,SCAMP2,n.s.,n.s.
P49207,-0.026320036205653707,22.848518780548112,-0.19254489454148066,0.8479914840972941,0.9494324858229651,-5.9917029357272495,P49207,60S ribosomal protein L34,RPL34,n.s.,n.s.
P63241;Q6IS14;Q9GZV4,0.040030185905742144,22.974880207344313,0.19247145776810778,0.8480501715576423,0.9494324858229651,-5.99171582866691,P63241;Q6IS14,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1,n.s.,n.s.
Q9BVA1,-0.03421139914186,24.723022190322258,-0.1910265444418458,0.8491767882836381,0.9494324858229651,-5.991980865233198,Q9BVA1,Tubulin beta-2B chain,TUBB2B,n.s.,n.s.
P83731,0.024870521725908645,21.694212993350522,0.19008333747647976,0.8499109716901596,0.9494324858229651,-5.992153414157977,P83731,60S ribosomal protein L24,RPL24,n.s.,n.s.
P04233,0.08394612693865611,20.610832041490564,0.18974930046949054,0.8501729345210438,0.9494324858229651,-5.992213485901722,P04233,HLA class II histocompatibility antigen gamma chain,CD74,n.s.,n.s.
Q8NFV4,-0.059013252856804144,21.393885391512164,-0.18919680243005513,0.8506039141353757,0.9494324858229651,-5.9923136278440765,Q8NFV4,Abhydrolase domain-containing protein 11,ABHD11,n.s.,n.s.
Q9C0D9,0.023356685115270892,20.370191412518622,0.18844102903473728,0.8511921293877044,0.9494324858229651,-5.9924507463116665,Q9C0D9,Ethanolaminephosphotransferase 1,EPT1,n.s.,n.s.
Q99613,-0.016784443732770882,23.05247319897459,-0.18729342105686608,0.8520876128982511,0.9496805859395201,-5.992656985921697,Q99613,Eukaryotic translation initiation factor 3 subunit C,EIF3C,n.s.,n.s.
P61978,0.018921359147174854,27.134752417050947,0.186249468176706,0.8529023839093179,0.9498384085998798,-5.9928435045209785,P61978,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,n.s.,n.s.
Q9NYF8,-0.03116116656172352,21.941486549431904,-0.1823673370233113,0.855933666434572,0.952462463201247,-5.993527972858142,Q9NYF8,Bcl-2-associated transcription factor 1,BCLAF1,n.s.,n.s.
Q99873,0.039473272731779474,21.82379438468768,0.17963600463724025,0.8580690192104353,0.9537840917057585,-5.994000361124398,Q99873,Protein arginine N-methyltransferase 1,PRMT1,n.s.,n.s.
Q8TC12,-0.042278557937301287,20.782891127915804,-0.17911874066061742,0.8584732788563525,0.9537840917057585,-5.994089127286514,Q8TC12,Retinol dehydrogenase 11,RDH11,n.s.,n.s.
P47755,-0.02660861270887338,22.760796055167543,-0.17717164187255546,0.859994026153392,0.954721928326071,-5.994421506303227,P47755,F-actin-capping protein subunit alpha-2,CAPZA2,n.s.,n.s.
P84090,-0.02533937303447331,22.057426473283275,-0.17368189750701854,0.8627233514408661,0.9552785584290856,-5.995007176286789,P84090,Enhancer of rudimentary homolog,ERH,n.s.,n.s.
P08123,-0.08416175257398706,27.021003132026514,-0.17292153158693077,0.863319542888055,0.9552785584290856,-5.995132730724598,P08123,Collagen alpha-2(I) chain,COL1A2,n.s.,n.s.
P50402,-0.022839413612157244,22.827574252950388,-0.17268677191149379,0.8635019478268048,0.9552785584290856,-5.995172051829602,P50402,Emerin,EMD,n.s.,n.s.
Q14444,0.027100326516638518,22.482628636290745,0.17121398156328452,0.8646545234451957,0.9552785584290856,-5.995414331619231,Q14444,Caprin-1,CAPRIN1,n.s.,n.s.
P16104;Q96QV6,0.03569536410815388,23.79611551211089,0.17108276618051424,0.8647584959582519,0.9552785584290856,-5.995435316447556,P16104;Q96QV6,Histone H2A.x;Histone H2A type 1-A,H2AFX;HIST1H2AA,n.s.,n.s.
P61006;P59190,0.027855057426293683,21.24788859545672,0.17055048286162777,0.865173860681123,0.9552785584290856,-5.995522802466832,P61006,Ras-related protein Rab-8A,RAB8A,n.s.,n.s.
O95674,0.023389638392952605,20.559548438633612,0.16895549020509362,0.8664225458919788,0.9552785584290856,-5.995781835541248,O95674,Phosphatidate cytidylyltransferase 2,CDS2,n.s.,n.s.
Q15459,-0.014118950670354735,23.03813118230372,-0.16818146532902312,0.8670286367289048,0.9552785584290856,-5.9959066639944085,Q15459,Splicing factor 3A subunit 1,SF3A1,n.s.,n.s.
P36578,0.01857055276418862,25.24763715589415,0.16800286314633384,0.8671685004179108,0.9552785584290856,-5.995935386201894,P36578,60S ribosomal protein L4,RPL4,n.s.,n.s.
P35659,0.026315661828409276,21.36528979671347,0.16636163558457992,0.86845394788108,0.9552785584290856,-5.996197895672031,P35659,Protein DEK,DEK,n.s.,n.s.
O75531,-0.03894123396780813,22.000197562889177,-0.16634709103425369,0.8684665766450885,0.9552785584290856,-5.996199737353543,O75531,Barrier-to-autointegration factor,BANF1,n.s.,n.s.
P05387,0.021194611536401453,25.11711237227833,0.16615026694367338,0.8686196955808057,0.9552785584290856,-5.99623145020448,P05387,60S acidic ribosomal protein P2,RPLP2,n.s.,n.s.
